"atomic_index","parent_queue_index","local_atom_index","proposed_id","source_file","line_number","domain_family","semantic_kind","semantic_context","duplicate_status","readiness","wolfram_status","atomic_equation","wolfram_form_hint","formation_method","formation_inputs","formation_note","source_tag","mint_status","minted_id","mint_batch"
"2096","2066","1","PHONE2_NEXT+2096","_KleisliCategoryNon-DeterministicComputationMonads.txt","193","category_type_theory","Protocol","(* Cache Coherency Protocol Model *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","{Exclusive, Read} → {Exclusive, NoOp},","{Exclusive, Read} -> {Exclusive, NoOp},","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2066; staged only.","PHONE2","unminted","",""
"2097","2067","1","PHONE2_NEXT+2097","_KleisliCategoryNon-DeterministicComputationMonads.txt","194","category_type_theory","Protocol","(* Cache Coherency Protocol Model *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","{Exclusive, Write} → {Modified, NoOp},","{Exclusive, Write} -> {Modified, NoOp},","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2067; staged only.","PHONE2","unminted","",""
"2098","2068","1","PHONE2_NEXT+2098","_KleisliCategoryNon-DeterministicComputationMonads.txt","195","category_type_theory","Protocol","(* Cache Coherency Protocol Model *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","{Modified, Read} → {Modified, NoOp},","{Modified, Read} -> {Modified, NoOp},","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2068; staged only.","PHONE2","unminted","",""
"2099","2069","1","PHONE2_NEXT+2099","_KleisliCategoryNon-DeterministicComputationMonads.txt","196","category_type_theory","Protocol","(* Cache Coherency Protocol Model *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","{Modified, Write} → {Modified, NoOp},","{Modified, Write} -> {Modified, NoOp},","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2069; staged only.","PHONE2","unminted","",""
"2100","2070","1","PHONE2_NEXT+2100","_KleisliCategoryNon-DeterministicComputationMonads.txt","197","category_type_theory","Protocol","(* Cache Coherency Protocol Model *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","{Modified, BusRead} → {Owned, FlushCache},","{Modified, BusRead} -> {Owned, FlushCache},","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2070; staged only.","PHONE2","unminted","",""
"2101","2071","1","PHONE2_NEXT+2101","_KleisliCategoryNon-DeterministicComputationMonads.txt","198","category_type_theory","Protocol","(* Cache Coherency Protocol Model *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","{Modified, BusWrite} → {Invalid, FlushCache}","{Modified, BusWrite} -> {Invalid, FlushCache}","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2071; staged only.","PHONE2","unminted","",""
"2102","2072","1","PHONE2_NEXT+2102","_KleisliCategoryNon-DeterministicComputationMonads.txt","201","category_type_theory","Protocol","(* Cache Coherency Protocol Model *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","InitialState → Invalid,","InitialState -> Invalid,","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2072; staged only.","PHONE2","unminted","",""
"2103","2073","1","PHONE2_NEXT+2103","_KleisliCategoryNon-DeterministicComputationMonads.txt","202","category_type_theory","Protocol","(* Cache Coherency Protocol Model *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","FinalStates → {} (* No final states - continuous operation *)","FinalStates -> {} (* No final states - continuous operation *)","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2073; staged only.","PHONE2","unminted","",""
"2104","2074","1","PHONE2_NEXT+2104","_KleisliCategoryNon-DeterministicComputationMonads.txt","212","category_type_theory","Protocol","(* Cache Coherency Protocol Model *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","CacheObliviousChunking := Module[","CacheObliviousChunking := Module[","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2074; staged only.","PHONE2","unminted","",""
"2105","2075","1","PHONE2_NEXT+2105","_KleisliCategoryNon-DeterministicComputationMonads.txt","215","category_type_theory","Protocol","(* Cache Coherency Protocol Model *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","M = UnknownCacheSize,","M = UnknownCacheSize,","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2075; staged only.","PHONE2","unminted","",""
"2106","2076","1","PHONE2_NEXT+2106","_KleisliCategoryNon-DeterministicComputationMonads.txt","216","category_type_theory","Protocol","(* Cache Coherency Protocol Model *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","B = UnknownBlockSize,","B = UnknownBlockSize,","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2076; staged only.","PHONE2","unminted","",""
"2107","2077","1","PHONE2_NEXT+2107","_KleisliCategoryNon-DeterministicComputationMonads.txt","219","category_type_theory","Protocol","(* Cache Coherency Protocol Model *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","vEBLayout[n_] := Module[","vEBLayout[n_] := Module[","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2077; staged only.","PHONE2","unminted","",""
"2108","2078","1","PHONE2_NEXT+2108","_KleisliCategoryNon-DeterministicComputationMonads.txt","222","category_type_theory","Protocol","(* Cache Coherency Protocol Model *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","If[n <= B,","If[n <= B,","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2078; staged only.","PHONE2","unminted","",""
"2109","2079","1","PHONE2_NEXT+2109","_KleisliCategoryNon-DeterministicComputationMonads.txt","228","category_type_theory","Protocol","(* Cache Coherency Protocol Model *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","topSize = Ceiling[Sqrt[n]]","topSize = Ceiling[Sqrt[n]]","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2079; staged only.","PHONE2","unminted","",""
"2110","2080","1","PHONE2_NEXT+2110","_KleisliCategoryNon-DeterministicComputationMonads.txt","229","category_type_theory","Protocol","(* Cache Coherency Protocol Model *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","bottomSize = Floor[Sqrt[n]]","bottomSize = Floor[Sqrt[n]]","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2080; staged only.","PHONE2","unminted","",""
"2111","2081","1","PHONE2_NEXT+2111","_KleisliCategoryNon-DeterministicComputationMonads.txt","231","category_type_theory","Protocol","(* Cache Coherency Protocol Model *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","layout = Join[","layout = Join[","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2081; staged only.","PHONE2","unminted","",""
"2112","2082","1","PHONE2_NEXT+2112","_KleisliCategoryNon-DeterministicComputationMonads.txt","241","category_type_theory","Protocol","(* Cache Coherency Protocol Model *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","CacheObliviousMatMul = Module[","CacheObliviousMatMul = Module[","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2082; staged only.","PHONE2","unminted","",""
"2113","2083","1","PHONE2_NEXT+2113","_KleisliCategoryNon-DeterministicComputationMonads.txt","244","category_type_theory","Protocol","(* Cache Coherency Protocol Model *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","RecursiveMultiply[A_, B_, n_] := Module[","RecursiveMultiply[A_, B_, n_] := Module[","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2083; staged only.","PHONE2","unminted","",""
"2114","2084","1","PHONE2_NEXT+2114","_KleisliCategoryNon-DeterministicComputationMonads.txt","247","category_type_theory","Protocol","(* Cache Coherency Protocol Model *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","If[n <= CutoffSize,","If[n <= CutoffSize,","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2084; staged only.","PHONE2","unminted","",""
"2115","2085","1","PHONE2_NEXT+2115","_KleisliCategoryNon-DeterministicComputationMonads.txt","270","category_type_theory","Protocol","(* Cache Coherency Protocol Model *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","CacheMisses = Θ[n³/(B*Sqrt[M])],","CacheMisses = Θ[n³/(B*Sqrt[M])],","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2085; staged only.","PHONE2","unminted","",""
"2116","2086","1","PHONE2_NEXT+2116","_KleisliCategoryNon-DeterministicComputationMonads.txt","271","category_type_theory","Protocol","(* Cache Coherency Protocol Model *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","WorkComplexity = Θ[n³]","WorkComplexity = Θ[n³]","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2086; staged only.","PHONE2","unminted","",""
"2117","2087","1","PHONE2_NEXT+2117","_KleisliCategoryNon-DeterministicComputationMonads.txt","278","category_type_theory","Protocol","(* Cache Coherency Protocol Model *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","OptimalChunkSize = Module[","OptimalChunkSize = Module[","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2087; staged only.","PHONE2","unminted","",""
"2118","2088","1","PHONE2_NEXT+2118","_KleisliCategoryNon-DeterministicComputationMonads.txt","288","category_type_theory","Constraint","(* Constraint satisfaction *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","Constraints = {","Constraints = {","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2088; staged only.","PHONE2","unminted","",""
"2119","2089","1","PHONE2_NEXT+2119","_KleisliCategoryNon-DeterministicComputationMonads.txt","290","category_type_theory","Constraint","(* Constraint satisfaction *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","ChunkSize >= VectorWidth, (* SIMD efficiency *)","ChunkSize >= VectorWidth, (* SIMD efficiency *)","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2089; staged only.","PHONE2","unminted","",""
"2120","2090","1","PHONE2_NEXT+2120","_KleisliCategoryNon-DeterministicComputationMonads.txt","302","category_type_theory","Constraint","(* Constraint satisfaction *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","ParallelScan = Module[","ParallelScan = Module[","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2090; staged only.","PHONE2","unminted","",""
"2121","2091","1","PHONE2_NEXT+2121","_KleisliCategoryNon-DeterministicComputationMonads.txt","305","category_type_theory","Constraint","(* Constraint satisfaction *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","LadnerFischer[input_, ⊕_] := Module[","LadnerFischer[input_, ⊕_] := Module[","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2091; staged only.","PHONE2","unminted","",""
"2122","2092","1","PHONE2_NEXT+2122","_KleisliCategoryNon-DeterministicComputationMonads.txt","309","category_type_theory","Constraint","(* Constraint satisfaction *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","tree = input","tree = input","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2092; staged only.","PHONE2","unminted","",""
"2123","2093","1","PHONE2_NEXT+2123","_KleisliCategoryNon-DeterministicComputationMonads.txt","320","category_type_theory","Constraint","(* Constraint satisfaction *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","tree[[n]] = Identity[⊕]","tree[[n]] = Identity[⊕]","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2093; staged only.","PHONE2","unminted","",""
"2124","2094","1","PHONE2_NEXT+2124","_KleisliCategoryNon-DeterministicComputationMonads.txt","326","category_type_theory","Constraint","(* Constraint satisfaction *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","temp = tree[[left]]","temp = tree[[left]]","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2094; staged only.","PHONE2","unminted","",""
"2125","2095","1","PHONE2_NEXT+2125","_KleisliCategoryNon-DeterministicComputationMonads.txt","327","category_type_theory","Constraint","(* Constraint satisfaction *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","tree[[left]] = tree[[right]]","tree[[left]] = tree[[right]]","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2095; staged only.","PHONE2","unminted","",""
"2126","2096","1","PHONE2_NEXT+2126","_KleisliCategoryNon-DeterministicComputationMonads.txt","328","category_type_theory","Constraint","(* Constraint satisfaction *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","tree[[right]] = temp ⊕ tree[[right]]","tree[[right]] = temp ⊕ tree[[right]]","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2096; staged only.","PHONE2","unminted","",""
"2127","2097","1","PHONE2_NEXT+2127","_KleisliCategoryNon-DeterministicComputationMonads.txt","339","category_type_theory","Constraint","(* Constraint satisfaction *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","WorkComplexity → O[n],","WorkComplexity -> O[n],","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2097; staged only.","PHONE2","unminted","",""
"2128","2098","1","PHONE2_NEXT+2128","_KleisliCategoryNon-DeterministicComputationMonads.txt","340","category_type_theory","Constraint","(* Constraint satisfaction *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","SpanComplexity → O[Log n]","SpanComplexity -> O[Log n]","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2098; staged only.","PHONE2","unminted","",""
"2129","2099","1","PHONE2_NEXT+2129","_KleisliCategoryNon-DeterministicComputationMonads.txt","353","category_type_theory","Constraint","(* Constraint satisfaction *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","StochasticLoadBalancing := Module[","StochasticLoadBalancing := Module[","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2099; staged only.","PHONE2","unminted","",""
"2130","2100","1","PHONE2_NEXT+2130","_KleisliCategoryNon-DeterministicComputationMonads.txt","356","category_type_theory","Constraint","(* Constraint satisfaction *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","𝒲_arrival = PoissonProcess[λ],","𝒲_arrival = PoissonProcess[lambda],","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2100; staged only.","PHONE2","unminted","",""
"2131","2101","1","PHONE2_NEXT+2131","_KleisliCategoryNon-DeterministicComputationMonads.txt","359","category_type_theory","Constraint","(* Constraint satisfaction *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","𝒮_service = ExponentialDistribution[μ],","𝒮_service = ExponentialDistribution[mu],","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2101; staged only.","PHONE2","unminted","",""
"2132","2102","1","PHONE2_NEXT+2132","_KleisliCategoryNon-DeterministicComputationMonads.txt","362","category_type_theory","Constraint","(* Constraint satisfaction *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","QueueProcess = ReflectedBrownianMotion[","QueueProcess = ReflectedBrownianMotion[","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2102; staged only.","PHONE2","unminted","",""
"2133","2103","1","PHONE2_NEXT+2133","_KleisliCategoryNon-DeterministicComputationMonads.txt","372","category_type_theory","Constraint","(* Constraint satisfaction *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","PowerOfChoices[d_] := Module[","PowerOfChoices[d_] := Module[","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2103; staged only.","PHONE2","unminted","",""
"2134","2104","1","PHONE2_NEXT+2134","_KleisliCategoryNon-DeterministicComputationMonads.txt","389","category_type_theory","Constraint","(* Constraint satisfaction *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","LoadMartingale = Module[","LoadMartingale = Module[","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2104; staged only.","PHONE2","unminted","",""
"2135","2105","1","PHONE2_NEXT+2135","_KleisliCategoryNon-DeterministicComputationMonads.txt","391","category_type_theory","Constraint","(* Constraint satisfaction *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","X_t = LoadVector[t],","X_t = LoadVector[t],","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2105; staged only.","PHONE2","unminted","",""
"2136","2106","1","PHONE2_NEXT+2136","_KleisliCategoryNon-DeterministicComputationMonads.txt","394","category_type_theory","Constraint","(* Constraint satisfaction *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","M_t = E[Φ[X_T] | ℱ_t] - E[Φ[X_T]],","M_t = E[Φ[X_T] | ℱ_t] - E[Φ[X_T]],","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2106; staged only.","PHONE2","unminted","",""
"2137","2107","1","PHONE2_NEXT+2137","_KleisliCategoryNon-DeterministicComputationMonads.txt","404","category_type_theory","Constraint","(* Constraint satisfaction *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","MixingTime = O[n Log n]","MixingTime = O[n Log n]","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2107; staged only.","PHONE2","unminted","",""
"2138","2108","1","PHONE2_NEXT+2138","_KleisliCategoryNon-DeterministicComputationMonads.txt","409","category_type_theory","Constraint","(* Constraint satisfaction *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","ResponseTimeDistribution = Module[","ResponseTimeDistribution = Module[","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2108; staged only.","PHONE2","unminted","",""
"2139","2109","1","PHONE2_NEXT+2139","_KleisliCategoryNon-DeterministicComputationMonads.txt","412","category_type_theory","Constraint","(* Constraint satisfaction *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","ρ = λ/(p*μ), (* Utilization *)","ρ = lambda/(p*mu), (* Utilization *)","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2109; staged only.","PHONE2","unminted","",""
"2140","2110","1","PHONE2_NEXT+2140","_KleisliCategoryNon-DeterministicComputationMonads.txt","435","category_type_theory","Constraint","(* Constraint satisfaction *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","ParallelCorrectnessProof := Module[","ParallelCorrectnessProof := Module[","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2110; staged only.","PHONE2","unminted","",""
"2141","2111","1","PHONE2_NEXT+2141","_KleisliCategoryNon-DeterministicComputationMonads.txt","438","category_type_theory","SemanticNote","(* Owicki-Gries Proof System *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","ProofObligations = {","ProofObligations = {","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2111; staged only.","PHONE2","unminted","",""
"2142","2112","1","PHONE2_NEXT+2142","_KleisliCategoryNon-DeterministicComputationMonads.txt","453","category_type_theory","Invariant","(* Global Invariant Preservation *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","LinearizabilityProof = Module[","LinearizabilityProof = Module[","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2112; staged only.","PHONE2","unminted","",""
"2143","2113","1","PHONE2_NEXT+2143","_KleisliCategoryNon-DeterministicComputationMonads.txt","459","category_type_theory","Invariant","(* Global Invariant Preservation *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","LP[op_i] = AtomicOperation[CAS, TestAndSet, FetchAndAdd],","LP[op_i] = AtomicOperation[CAS, TestAndSet, FetchAndAdd],","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2113; staged only.","PHONE2","unminted","",""
"2144","2114","1","PHONE2_NEXT+2144","_KleisliCategoryNon-DeterministicComputationMonads.txt","462","category_type_theory","Invariant","(* Global Invariant Preservation *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","S = SequentialSemantics[DataStructure],","S = SequentialSemantics[DataStructure],","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2114; staged only.","PHONE2","unminted","",""
"2145","2115","1","PHONE2_NEXT+2145","_KleisliCategoryNon-DeterministicComputationMonads.txt","465","category_type_theory","SemanticNote","(* Proof obligation *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","Prove[∃ σ: TotalOrder[Operations]:","Prove[∃ σ: TotalOrder[Operations]:","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2115; staged only.","PHONE2","unminted","",""
"2146","2116","1","PHONE2_NEXT+2146","_KleisliCategoryNon-DeterministicComputationMonads.txt","474","category_type_theory","SemanticNote","(* Proof obligation *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","RaceDetection = Module[","RaceDetection = Module[","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2116; staged only.","PHONE2","unminted","",""
"2147","2117","1","PHONE2_NEXT+2147","_KleisliCategoryNon-DeterministicComputationMonads.txt","480","category_type_theory","SemanticNote","(* Proof obligation *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","OnEvent[thread_i, event] := Module[{},","OnEvent[thread_i, event] := Module[{},","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2117; staged only.","PHONE2","unminted","",""
"2148","2118","1","PHONE2_NEXT+2148","_KleisliCategoryNon-DeterministicComputationMonads.txt","484","category_type_theory","SemanticNote","(* Proof obligation *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","Send[j] :> Message[j] = VC[thread_i],","Send[j] :> Message[j] = VC[thread_i],","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2118; staged only.","PHONE2","unminted","",""
"2149","2119","1","PHONE2_NEXT+2149","_KleisliCategoryNon-DeterministicComputationMonads.txt","485","category_type_theory","SemanticNote","(* Proof obligation *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","Receive[j, msg] :> VC[thread_i] = Max[VC[thread_i], msg],","Receive[j, msg] :> VC[thread_i] = Max[VC[thread_i], msg],","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2119; staged only.","PHONE2","unminted","",""
"2150","2120","1","PHONE2_NEXT+2150","_KleisliCategoryNon-DeterministicComputationMonads.txt","491","category_type_theory","SemanticNote","(* Proof obligation *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","CheckRace[var, vc_current] := Module[","CheckRace[var, vc_current] := Module[","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2120; staged only.","PHONE2","unminted","",""
"2151","2121","1","PHONE2_NEXT+2151","_KleisliCategoryNon-DeterministicComputationMonads.txt","492","category_type_theory","SemanticNote","(* Proof obligation *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","{vc_last = LastAccess[var]},","{vc_last = LastAccess[var]},","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2121; staged only.","PHONE2","unminted","",""
"2152","2122","1","PHONE2_NEXT+2152","_KleisliCategoryNon-DeterministicComputationMonads.txt","504","category_type_theory","SemanticNote","(* Proof obligation *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","TLASpecification = Module[","TLASpecification = Module[","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2122; staged only.","PHONE2","unminted","",""
"2153","2123","1","PHONE2_NEXT+2153","_KleisliCategoryNon-DeterministicComputationMonads.txt","513","category_type_theory","SemanticNote","(* Proof obligation *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","queue[j] ≠ ⟨⟩ ∧","queue[j] ≠ ⟨⟩ ∧","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2123; staged only.","PHONE2","unminted","",""
"2154","2125","1","PHONE2_NEXT+2154","_KleisliCategoryNon-DeterministicComputationMonads.txt","515","category_type_theory","SemanticNote","(* Proof obligation *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","[i] = Append[queue[i], Head[queue[j]]],","[i] = Append[queue[i], Head[queue[j]]],","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2125; staged only.","PHONE2","unminted","",""
"2155","2126","1","PHONE2_NEXT+2155","_KleisliCategoryNon-DeterministicComputationMonads.txt","516","category_type_theory","SemanticNote","(* Proof obligation *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","[j] = Tail[queue[j]]","[j] = Tail[queue[j]]","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2126; staged only.","PHONE2","unminted","",""
"2156","2127","1","PHONE2_NEXT+2156","_KleisliCategoryNon-DeterministicComputationMonads.txt","542","category_type_theory","SemanticNote","(* Proof obligation *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","ParallelPerformanceMetrics := Module[","ParallelPerformanceMetrics := Module[","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2127; staged only.","PHONE2","unminted","",""
"2157","2128","1","PHONE2_NEXT+2157","_KleisliCategoryNon-DeterministicComputationMonads.txt","545","category_type_theory","SemanticNote","(* Proof obligation *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","SpeedupAmdahl[p_, f_, κ_] :=","SpeedupAmdahl[p_, f_, κ_] :=","Phone2 atomic equation extraction","_KleisliCategoryNon-DeterministicComputationMonads.txt","Atomized from Phone2 parent queue row 2128; staged only.","PHONE2","unminted","",""
