rank,isabelle_name,claim_type,kind,score,title,source,line,candidate_digest,semantic_anchor_id,semantic_anchor_title,semantic_score,semantic_digest,obligation_role,semantic_tags,required_checks,dependency_degree,has_parsed_equation,obligation_digest
430,cand_430_proposition_gravitational_decoherence_rate,proposition_claim,Proposition,39,Gravitational Decoherence Rate,D:\Tex\TEX_20260224_182530\emergent_curvature_theory.tex,156,5c93296b7a99352aa11259b3c035e260fd253516,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,25,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,2073494758098ed9647ad184db721c7145b87c3e
431,cand_431_definition_directional_manifold,definition_claim,Definition,38,Directional Manifold,D:\Tex\TEX_20260224_182530\document3.tex,60,51b69ac298797f9fb04ce0d90e8c718266336468,ID0245,Daansphere Manifold,10,55222200d358f87bcd8a92e09808b3477c6584e2,Core_Definition,field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding,0,yes,735784123b6235c0d31c816a3466cfc4d9da9829
432,cand_432_definition_state_manifold,definition_claim,Definition,38,State Manifold,D:\Tex\TEX_20260224_182530\topological_quantum_storage_paper (2).tex,43,d3bebc5deca0f5c881aa42fcb48bd8e8e67e1e68,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,26,b9c22f15903583d7952590cbcd3b5dcd876cd393,Core_Definition,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,aa20c3533143dd16a3103a491ea355a63a041c57
433,cand_433_definition_extended_gravitational_accumulation_topos,definition_claim,Definition,37,Extended Gravitational Accumulation Topos,D:\Tex\All_tex\unified_field_theory_paper.tex,68,4ca25d134846c125220b7857c8122cee3a6cc26c,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,44,b9c22f15903583d7952590cbcd3b5dcd876cd393,Core_Definition,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,38f7fb2aef4def80aab1d5b6839cb389edd1ead0
434,cand_434_definition_extended_phase_space,definition_claim,Definition,37,Extended Phase Space,D:\Tex\All_tex\reverse_harmonics_publication.tex,53,6a6310e8d7d537e2a9de92adb3712c144a1dc706,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,29,b9c22f15903583d7952590cbcd3b5dcd876cd393,Core_Definition,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,cc8398f5dfccc509596a0ba612bbf7569537b917
435,cand_435_definition_integrated_information,definition_claim,Definition,37,Integrated Information,D:\Tex\topological_unification.tex,397,d0b9cabc5f546872cd3a5cb4032735d5fda6d43e,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,21,b9c22f15903583d7952590cbcd3b5dcd876cd393,Core_Definition,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,8fec7f575430df3b6514f45110281c21ae49f3a2
436,cand_436_definition_minimal_description_length,definition_claim,Definition,37,Minimal Description Length,D:\Tex\All_tex\unified_field_theory_paper.tex,298,a07f03b49b9ee9afceff51500bdb8382ada64ece,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,17,b9c22f15903583d7952590cbcd3b5dcd876cd393,Core_Definition,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,f11c21dd8ce4cfe62c75cbfa80892307a2b8555d
437,cand_437_law_id_382_gravitomagnetic_coupling_law,law_claim,Law,37,ID 382: Gravitomagnetic Coupling Law,D:\Tex\TEX_20260224_182530\minimal_output.tex,3630,18e6e326850a433f2d4521287c25f1a65bce8372,ID0382,Gravitomagnetic Coupling Law,1000,e56dba340daa4a7c72d29323635f172110b319cb,Derived_Theorem_Obligation,trawin_operator;gyromagnetic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;semantic_grounding,0,yes,24adce9820e255404bd3150f04f7305c5d62905c
438,cand_438_definition_extended_helicity,definition_claim,Definition,36,Extended Helicity,D:\Tex\All_tex\reverse_harmonics_publication.tex,102,831eafddd868907918326245c22c7323c692f5f7,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,24,b9c22f15903583d7952590cbcd3b5dcd876cd393,Core_Definition,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,9912d0601d643d3916648c2304101b93a2555230
439,cand_439_definition_magnetic_helicity,definition_claim,Definition,36,Magnetic Helicity,D:\Tex\All_tex\MagnetoAcousticTopologyAndDimensionalResonance.tex,301,4685d098c78e864bbc133179f487d8deed15633f,ID3286,Magnetic Helicity Functional Correction,10,ef13f596ad42d63f275371cf0212530610a11634,Core_Definition,quantum_limit;gyromagnetic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding,0,yes,f6044d20bd3e8e91573edd242fbf4052d5532376
440,cand_440_definition_magnetic_helicity,definition_claim,Definition,36,Magnetic Helicity,D:\Tex\TEX_20260224_182530\refactored_derivations.tex,424,5d30c79d082627666c09e2c789aa973f9096c6a8,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,35,b9c22f15903583d7952590cbcd3b5dcd876cd393,Core_Definition,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,3d26268c194a132c16ff3dc8dcae9a3cce12328d
441,cand_441_definition_projection_map,definition_claim,Definition,36,Projection Map,D:\Tex\TEX_20260224_182530\document3.tex,123,c231357df67d84308294f61f68edfe176aaf2562,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,13,b9c22f15903583d7952590cbcd3b5dcd876cd393,Core_Definition,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,8fb24082200c831ea5a92d8a78f7d69aa6d7366f
442,cand_442_definition_toroidal_constraint_pressure_scaling,definition_claim,Definition,36,Toroidal Constraint-Pressure Scaling,D:\Tex\gyromagnetic_validation.tex,140,eddc6e8e25618a978d78ca8a7efb37fffed61b8b,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,26,b9c22f15903583d7952590cbcd3b5dcd876cd393,Core_Definition,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,be335cf0f4cd168c1b661a0b5dcaf7ddec9e545d
443,cand_443_law_id_0026_conservation_law_information_flux_thro,law_claim,Law,36,ID 0026: Conservation Law: Information Flux Through TZP,D:\Tex\TEX_20260224_182530\Registriy00_math_verify_run_1.tex,786,16363e58737b2bee0ab868eb296608158191dacb,ID0026,Conservation Law: Information Flux Through TZP,1200,e7d423689e7eca8b55ec29a4fb3b71b87c76979c,Derived_Theorem_Obligation,tzp_foundation;quantum_limit;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,no,a0be0257c6f7945d5778f5e23cc68a9bd1ac44be
444,cand_444_definition_bridge_functor,definition_claim,Definition,35,Bridge Functor,D:\Tex\All_tex\Universal_Field_via_Bridge_Tunnel_Theory_SECOND_PASS.tex,57,955bc80212ae850c8c5da9e187f3f050eaeef14b,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,21,b9c22f15903583d7952590cbcd3b5dcd876cd393,Core_Definition,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,cbb3e7999f76129da01f071c7bc7c6d3d73029e5
445,cand_445_definition_definition,definition_claim,Definition,35,Definition:,D:\Tex\SymbolCanon.tex,591,d4b9d8fba6cb63549ad530e7506226229efb3c67,ID0082,Micro-To-Macro Consistency Conditions,1000,aa54ae04ca48ca39359cfbe291cf2d4c6cbb3b1b,Core_Definition,trawin_operator;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding,0,no,bcaa6101052337762f8b2909fa3c38e09cad7273
446,cand_446_definition_rotating_double_helix_parametrization,definition_claim,Definition,35,Rotating Double Helix Parametrization,D:\Tex\All_tex\QuantumTopoHoloNavSystem.tex,1,1e22a74a3df87e507dc46099cb8cb8b7f046c73e,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,25,b9c22f15903583d7952590cbcd3b5dcd876cd393,Core_Definition,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,221699ef671815e938e7a6c922212d2b2fa7f657
447,cand_447_definition_rotating_double_helix_parametrization,definition_claim,Definition,35,Rotating Double Helix Parametrization,D:\Tex\All_tex\QuantumTopoHoloNavSystem_final.tex,172,c6a59ab7a48a8b3fa9e1dbc17b8e647845114f83,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,25,b9c22f15903583d7952590cbcd3b5dcd876cd393,Core_Definition,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,b4ced2e4173829474b76099f472cc3cfbbf80e35
448,cand_448_definition_rotating_double_helix_parametrization,definition_claim,Definition,35,Rotating Double Helix Parametrization,D:\Tex\All_tex\QuantumTopoHoloNavSystem_formatted2.tex,242,c149a92c02935b7328d87c0d44944485b97b8bab,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,25,b9c22f15903583d7952590cbcd3b5dcd876cd393,Core_Definition,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,f63223b61818165dead8d94f97b86646a7af8cbd
449,cand_449_definition_rotating_double_helix_parametrization,definition_claim,Definition,35,Rotating Double Helix Parametrization,D:\Tex\TEX_20260224_182530\QuantumTopoHoloNavSystem.tex,164,43aa3a8434e434cba0358bedfa3cf8f6a45f2b96,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,24,b9c22f15903583d7952590cbcd3b5dcd876cd393,Core_Definition,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,011de98b0cd921bf1b7f20c7e6dfb4df29700c61
450,cand_450_definition_definition,definition_claim,Definition,34,Definition,D:\Tex\TEX_20260224_182530\theorum_infinitum_full.tex,35,6c4324a71c0f23145db9fb894e6aa68d312ae056,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,23,b9c22f15903583d7952590cbcd3b5dcd876cd393,Core_Definition,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,1f20d3f8a17fa1429f492a946efa82021fed53ce
451,cand_451_definition_definition,definition_claim,Definition,34,Definition:,D:\Tex\SymbolCanon.tex,490,cc7f431372559a8d870f975f0c913874fb5c621d,ID0056,Casimir-Type Phenomena,1000,6951d0a31dd32aedd6f5c4e06f9613906c394efc,Core_Definition,tzp_foundation;trawin_operator;holographic_duality;field_geometry;topological_invariant;quantum_limit;daansphere_encoding,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding,0,yes,545ff9db128f5b8eae7a8ece1f25c5ae3e13827f
452,cand_452_definition_entanglement_modality_decomposition,definition_claim,Definition,34,Entanglement Modality Decomposition,D:\Tex\TEX_20260224_182530\emergent_curvature_theory.tex,132,9bb557a4cb191f05fa7187ee967f0c58a88aa7f0,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,26,b9c22f15903583d7952590cbcd3b5dcd876cd393,Core_Definition,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,02d9e9a66f6f089c3d4f50a17d62a75199f1b809
453,cand_453_definition_fibonacci_accumulator_specification,definition_claim,Definition,34,Fibonacci Accumulator Specification,D:\Tex\TEX_20260224_182530\emergent_curvature_theory.tex,276,f21b88817896822ffcc5d70d11c4e27dc50b4b1d,ID3660,Fibonacci Connection Scaling Law,33,0c084375afbfe735ccb57f174e65010f5d197e9b,Core_Definition,field_geometry;thermodynamic,core_spine_alignment;dependency_coverage;semantic_grounding;thermodynamic_consistency,0,yes,373472ec2d36e6a6f61c70f3d2458a6fa29eb6bc
454,cand_454_definition_gravitationally_stabilized_soliton,definition_claim,Definition,34,Gravitationally Stabilized Soliton,D:\Tex\TEX_20260224_182530\emergent_curvature_theory.tex,190,fe82e1e2144294109b76382919f5d2bec9b72709,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,24,b9c22f15903583d7952590cbcd3b5dcd876cd393,Core_Definition,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,0ccdf423fc71f3df85d41438e7e995c331f034aa
455,cand_455_definition_observable_functionals,definition_claim,Definition,34,Observable Functionals,D:\Tex\TEX_20260224_182530\emergent_curvature_theory.tex,237,bdada0b2528de6076d2b0a6a43082bf438dc76d7,ID3656,Quantum Pressure Functional,38,85c6d1150d4b5d29ce3e6678ecd51a39db7de223,Core_Definition,field_geometry;quantum_limit;macro_reduction,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding,0,yes,93513b0af0a440f0d23e984b02d05723a388ff0d
456,cand_456_definition_quantum_gravitational_topos,definition_claim,Definition,34,Quantum-Gravitational Topos,D:\Tex\TEX_20260224_182530\emergent_curvature_theory.tex,90,fcb96f3815acec517efa14a38e3e0510bbea8dad,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,36,b9c22f15903583d7952590cbcd3b5dcd876cd393,Core_Definition,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,07889f1c4c3324a86b3d050216897a4efeb0a529
457,cand_457_hypothesis_closure_admissibility,hypothesis_claim,Hypothesis,34,Closure admissibility,D:\Tex\00_Canon_00_TRAWIN_definition.tex,172,0b8ffcec23bdb6a1db50334f743e9150dec65bb6,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,24,b9c22f15903583d7952590cbcd3b5dcd876cd393,Hypothesis_Only,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,dependency_coverage;falsifiability_note;non_axiom_guard;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,82d53a01caaed7e2890c88a1aa8854c61176ab29
458,cand_458_law_id_140_dipole_energy_1_d_scaling_law,law_claim,Law,34,ID 140: Dipole Energy 1/dâ´ Scaling Law,D:\Tex\Registriy00.tex,1869,948ec9d65f9123df45f7bdace00da1eda26c1702,ID0140,Dipole Energy 1/d^4 Scaling Law,1000,025b67f8f664efde832975bd8f59b0f758e11365,Derived_Theorem_Obligation,field_geometry;topological_invariant;macro_reduction;gyromagnetic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding,0,yes,4ba0e682e6c7f27901ea475a93f6f84ade3a4079
459,cand_459_principle_claim_3_variational_principle_total_action,principle_claim,Principle,34,3. Variational principle (total action),D:\Tex\TEX_20260224_182530\theorum_infinitum_ToE_arxiv.tex,162,dfcc9d806b68661bf368a79118a70caa24ae0855,ID5704,Gyromagnetic Vector Potential Functional,5,b843c0fd1afa5f857cc32a2aefdb81f8f7140ac0,Derived_Theorem_Obligation,helical_geometry;quantum_limit,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding,0,yes,1aba25c00e2a5ee40207f829d01686e7db2e4ad4
460,cand_460_principle_the_cosmological_principle,principle_claim,Principle,34,The Cosmological Principle,D:\Tex\TEX_20260224_182530\equatorial_cosmology.tex,424,301b736b15218d1be478f0660c11e74478276e31,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,20,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,e38e5f118d9812de993393086d9d2cfcf4bdd62f
461,cand_461_principle_universal_bifurcation_principle,principle_claim,Principle,34,Universal Bifurcation Principle,D:\Tex\TEX_20260224_182530\equatorial_cosmology.tex,470,629e17987e14fde83d7d737b669f4c2ae9f2f51d,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,18,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,65c5bda3979c98eea045f97892e16e2edb73ef36
462,cand_462_proposition_compositional_pipeline,proposition_claim,Proposition,34,Compositional Pipeline,D:\Tex\All_tex\QuantumTopoHoloNavSystem.tex,1,15acb6cbb3201a1a2f1dd1c771413a2df48d21de,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,23,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,efa906f8b98b8c830a721f3d23b74225481fc301
463,cand_463_proposition_compositional_pipeline,proposition_claim,Proposition,34,Compositional Pipeline,D:\Tex\All_tex\QuantumTopoHoloNavSystem_final.tex,96,e6d2a812538ba9bccd80483bc5cebd93a62b242d,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,23,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,b43c17791c3a3953cdc44181f3187c7285d066b6
464,cand_464_theorem_id_0137_megastructure_formation_theorem,theorem_claim,Theorem,34,ID 0137: Megastructure Formation Theorem,D:\Tex\TEX_20260224_182530\Registriy00_math_verify_run_1.tex,3259,5bbaf91fc05b1c6c83ea804ad141a5fdaf756c52,ID0137,Megastructure Formation Theorem,1000,807392f7615a5e2f786593abc85253fbc76ffeac,Derived_Theorem_Obligation,general_formal_candidate,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;semantic_grounding,0,no,f24cdf9e4146d8e2200a2922105a6452ea81e376
465,cand_465_theorem_numerical_stability_theorem,theorem_claim,Theorem,34,Numerical Stability Theorem,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,1110,535544f01b8fca401131209444c87a7d2ee3f880,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,5,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,8ae5e65cb46f37473f1ff19a0c373fcfdfa27e67
466,cand_466_theorem_spectral_gap_theorem,theorem_claim,Theorem,34,Spectral Gap Theorem,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,920,4455999fc61b82f198ce3ec497b35cae424a2be7,ID3902,Spectral Gap Relation,5,34ab74d167c2341012c1053cb5ee495cce5fff95,Derived_Theorem_Obligation,general_formal_candidate,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;semantic_grounding,0,yes,2d74e1855681113d7409fdec7a3caa85b840cd5f
467,cand_467_definition_base_category_structure,definition_claim,Definition,33,Base Category Structure,D:\Tex\All_tex\QuantumTopoHoloNavSystem.tex,1,dfb34ad9747cb11639c689dcdf6a01feba9a1818,ID3320,Blob Magnetic Helicity Definition,36,7b2cfcc09e5bc936ae699dbbacd5aceb025d5dab,Core_Definition,helical_geometry;field_geometry;quantum_limit;daansphere_encoding,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding,0,yes,ba95a5f08e518e9cbb6ec682f0f8407c7750e83a
468,cand_468_definition_base_category_structure,definition_claim,Definition,33,Base Category Structure,D:\Tex\All_tex\QuantumTopoHoloNavSystem_final.tex,46,6928a0c9cfaebb3e6c91176510f8807e4b252446,ID3320,Blob Magnetic Helicity Definition,36,7b2cfcc09e5bc936ae699dbbacd5aceb025d5dab,Core_Definition,helical_geometry;field_geometry;quantum_limit;daansphere_encoding,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding,0,yes,d7dd3a01710a3d63b39d85651a5ac4787519044e
469,cand_469_definition_base_category_structure,definition_claim,Definition,33,Base Category Structure,D:\Tex\All_tex\QuantumTopoHoloNavSystem_formatted2.tex,47,9ae9313cb27308e0b892a48f1654b5073b029e64,ID3320,Blob Magnetic Helicity Definition,37,7b2cfcc09e5bc936ae699dbbacd5aceb025d5dab,Core_Definition,helical_geometry;field_geometry;quantum_limit;daansphere_encoding,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding,0,yes,5ad356b65d0d42bb1e6adb81b717be3fbe8dc4b4
470,cand_470_definition_definition_2_2_geometric_gr_category,definition_claim,Definition,33,Definition 2.2 (Geometric/GR Category).,D:\Tex\00_Engine_extractions\BaT_curated.tex,27,cc2ac768e3ed6de4c0864427e7e9bf3313d53359,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,10,b9c22f15903583d7952590cbcd3b5dcd876cd393,Core_Definition,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,e9679e5724cdad71f0271ef3a93af006bb9fab14
471,cand_471_definition_definition,definition_claim,Definition,33,Definition:,D:\Tex\SymbolCanon.tex,482,2d9cef7244ca969fbfb34240c3d4b6eeb9f52f6e,ID0054,Mode Quantization in Confined Geometries,1000,0fc64b88b2fc2c82e5cd7b5e7ee4a0a8656ade59,Core_Definition,holographic_duality;field_geometry,core_spine_alignment;dependency_coverage;semantic_grounding,0,yes,691061b0b630a8fe2ab5a55f627613faa774234f
472,cand_472_definition_geometric_gr_category,definition_claim,Definition,33,Geometric/GR Category,D:\Tex\All_tex\Universal_Field_via_Bridge_Tunnel_Theory_SECOND_PASS.tex,51,8aa97838d315d18fb6dd78d12ec76416ddfacc8c,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,19,b9c22f15903583d7952590cbcd3b5dcd876cd393,Core_Definition,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,c9414675940b0d70229bc5be899490b286a93118
473,cand_473_invariant_id_0442_magnetic_helicity_as_scale_invariant_c,invariant_claim,Invariant,33,[ID 0442] Magnetic Helicity as Scale-Invariant Constraint,D:\Tex\derivations500.tex,2047,194be0837f5b1d189e41733d04fc34ca9da2e032,ID0442,Semiconductor Quantum Dot Integration,1000,f79deb8691fbdbaf745ea16a7eec918ed4f9552e,Derived_Theorem_Obligation,trawin_operator;field_geometry;topological_invariant;macro_reduction;gyromagnetic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding,0,yes,5a103fb44d5d735380bc636d8cbe1d1fe4f7952a
