rank,isabelle_name,claim_type,registration_predicate,kind,score,title,source,line,digest
312,cand_312_axiom_axiom_theorem_dependency_map,axiom_claim,registered_axiom,Axiom,52,Axiom--Theorem Dependency Map,D:\Tex\TEX_20260224_182530\TZP_OO_Volume1_Master_with_LegalText_and_Metadata_v1_0_LOCKED.tex,131,24126f08a9b857fc0fbf8488f50b9b50db122c43
313,cand_313_definition_definition_01,definition_claim,registered_definition,Definition,52,Definition 01:,D:\Tex\SymbolCanon.tex,32,c8c6fb82f49fac52386abf2bb47583375493c629
314,cand_314_definition_symbolic_definitions,definition_claim,registered_definition,Definition,52,Symbolic Definitions,D:\Tex\SymbolCanon.tex,30,c100dba05d775893f16fd033f34ba6d1d0e918f8
315,cand_315_hypothesis_id_085_gyromagnetic_genesis_hypothesis,hypothesis_claim,registered_hypothesis,Hypothesis,52,"ID\,085: Gyromagnetic Genesis Hypothesis",D:\Tex\TEX_20260224_182530\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,1136,101520acfc46a34c6d685ad4344c9f615506e159
316,cand_316_law_id_299_rotation_tilt_via_coriolis_coupling_joy,law_claim,registered_law,Law,52,ID 299: Rotation Tilt via Coriolis Coupling (Joy's Law Analogue),D:\Tex\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,3303,114b0dd8cee9afb5a47d721a2f43395e0fea264a
317,cand_317_law_id_299_rotation_tilt_via_coriolis_coupling_joy,law_claim,registered_law,Law,52,ID 299: Rotation Tilt via Coriolis Coupling (Joy's Law Analogue),D:\Tex\TEX_20260224_182530\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,3281,5d118e0278de7be7a2dafaf29b36df33446b6665
318,cand_318_law_id_382_gravitomagnetic_coupling_law,law_claim,registered_law,Law,52,ID 382: Gravitomagnetic Coupling Law,D:\Tex\TEX_20260224_182530\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,3931,d68f392037af8157f08ca99a05c0a018e7f12817
319,cand_319_definition_id_216_unified_propulsion_field_definition,definition_claim,registered_definition,Definition,51,ID 216: Unified Propulsion Field Definition,D:\Tex\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,2614,62760c6f1f21e6a93d84c216d5e23e0300ee9cd7
320,cand_320_principle_id_114_coupling_principle,principle_claim,registered_principle,Principle,51,ID 114: π--φ Coupling Principle,D:\Tex\TEX_20260224_182530\minimal_output.tex,1157,cd939329a46e510b7344a3bd6ffa31225c4e0310
321,cand_321_proposition_canonical_noncommutations,proposition_claim,registered_proposition,Proposition,51,Canonical noncommutations,D:\Tex\00_Canon_00_TRAWIN_definition.tex,210,c13242a1d42bc5ac0dcc798318cb7e94d9a6a6aa
322,cand_322_proposition_canonical_noncommutations,proposition_claim,registered_proposition,Proposition,51,Canonical noncommutations,D:\Tex\TEX_20260224_182530\00_Canon_00_TRAWIN_definition.tex,161,2fc0d12405968b571d6419856e91a670d2427246
323,cand_323_proposition_cross_helicity_coupling,proposition_claim,registered_proposition,Proposition,51,Cross-Helicity Coupling,D:\Tex\All_tex\MagnetoAcousticTopologyAndDimensionalResonance.tex,313,d348031531d16e17513b90f605449ee9b83f30a8
324,cand_324_proposition_cross_helicity_coupling,proposition_claim,registered_proposition,Proposition,51,Cross-Helicity Coupling,D:\Tex\All_tex\QuantumTopoHoloNavSystem_final.tex,1762,4f11cdd3629855d122d1a7c1af498ee6b2d3373e
325,cand_325_proposition_proposition,proposition_claim,registered_proposition,Proposition,51,Proposition,D:\Tex\hms_tzp.tex,227,147d3f62639c254d699c1d44646f95295ed966f4
326,cand_326_proposition_proposition,proposition_claim,registered_proposition,Proposition,51,Proposition,D:\Tex\TZP-HMS.tex,177,f34f7571f0c9aa07eaf425dda9c7b73639a61c67
327,cand_327_axiom_dipole_non_annihilation,axiom_claim,registered_axiom,Axiom,50,Dipole Non-Annihilation,D:\Tex\TEX_20260224_182530\document2.tex,34,e73235a3c09c1bb6b4694d81dd438341b59379f1
328,cand_328_axiom_id_228_hyperspherical_zeropoint_vacuum_axiom,axiom_claim,registered_axiom,Axiom,50,ID 228: Hyperspherical Zeroâ€‘Point Vacuum Axiom,D:\Tex\Registriy00.tex,2737,b90f503c826732de60517cefd807eadcded3dc3f
329,cand_329_axiom_id_228_hyperspherical_zeropoint_vacuum_axiom,axiom_claim,registered_axiom,Axiom,50,ID 228: Hyperspherical Zero‑Point Vacuum Axiom,D:\Tex\TEX_20260224_182530\minimal_output.tex,2411,964ff4e73faf4308578922f3e104f1f918f9be64
330,cand_330_definition_critical_gyromagnetic_condition,definition_claim,registered_definition,Definition,50,Critical Gyromagnetic Condition,D:\Tex\gyromagnetic_validation.tex,305,095cdf27d7bd75b443544077e8161b7d04fac5ee
331,cand_331_hypothesis_universal_elsasser_criticality,hypothesis_claim,registered_hypothesis,Hypothesis,50,Universal Elsasser Criticality,D:\Tex\TZP_OO_V1_S07_Derived_Hypotheses_from_the_Axiomatic_Structure_v1_0.tex,41,de4433d6a0897e94bad84f44742c5c288333a9a5
332,cand_332_law_id_0025_conservation_law_tzp_topological_charg,law_claim,registered_law,Law,50,ID 0025: Conservation Law: TZP Topological Charge,D:\Tex\TEX_20260224_182530\Registriy00_math_verify_run_1.tex,701,81322db55701498c53dae957558e30bdf3eb6e08
333,cand_333_law_id_369_helicity_conservation_law,law_claim,registered_law,Law,50,ID 369: Helicity Conservation Law,D:\Tex\TEX_20260224_182530\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,3814,9511b2642dd6b4974ebe0d2a497bd89cb8185c1e
334,cand_334_law_id_026_conservation_law_information_flux_thro,law_claim,registered_law,Law,50,"ID\,026: Conservation Law: Information Flux Through TZP",D:\Tex\TEX_20260224_182530\reassembled_run_1.tex,2322,8287215bcb964f4fe2b837351ad64edfb5c2ecc0
335,cand_335_law_id_0425_conservation_law_tzp_topological_char,law_claim,registered_law,Law,50,[ID 0425] Conservation Law: TZP Topological Charge,D:\Tex\derivations500.tex,1205,dd32232df0bc1b7963fc6f779a976683cdd969f8
336,cand_336_principle_id_0033_principle_of_least_action_tzp_variant,principle_claim,registered_principle,Principle,50,ID 0033: Principle of Least Action (TZP Variant),D:\Tex\TEX_20260224_182530\Registriy00_math_verify_run_1.tex,1041,a7f1f87420f992580b70dde6a163812e51279d12
337,cand_337_principle_id_0433_principle_of_least_action_tzp_variant,principle_claim,registered_principle,Principle,50,[ID 0433] Principle of Least Action (TZP Variant),D:\Tex\derivations500.tex,1525,92a89329af0d3f26139fc2229bdf478aa530ba05
338,cand_338_proposition_energy_information_duality,proposition_claim,registered_proposition,Proposition,50,Energy--Information Duality,D:\Tex\All_tex\00_Canon_01_TZP_Definition.tex,45,65d63513e213cf6f680884ef39c968ce330d441a
339,cand_339_theorem_theorem_2_megastructure_formation,theorem_claim,registered_theorem,Theorem,50,Theorem 2: Megastructure Formation,D:\Tex\gyromagnetic_validation.tex,454,9a1dda294966a6edf106165fc7137b6470a8aead
340,cand_340_definition_hamiltonian,definition_claim,registered_definition,Definition,49,Hamiltonian,D:\Tex\TEX_20260224_182530\refactored_derivations.tex,198,ab8b1bfff81106b717d987539dd4361876a6c05c
341,cand_341_definition_spiral_pitch_curvature_functional,definition_claim,registered_definition,Definition,49,Spiral Pitch-Curvature Functional,D:\Tex\All_tex\unified_field_theory_paper.tex,134,a843137e041240aa3417cb11fdce3c25c566b53e
342,cand_342_theorem_id_137_megastructure_formation_theorem,theorem_claim,registered_theorem,Theorem,49,ID 137: Megastructure Formation Theorem,D:\Tex\TEX_20260224_182530\minimal_output.tex,1501,19ae5e9dae91996017c6a25355359ce1d1b30679
343,cand_343_theorem_id_239_buckingham_pi_theorem_application,theorem_claim,registered_theorem,Theorem,49,ID 239: Buckingham $\Pi$â€‘Theorem Application,D:\Tex\Registriy00.tex,2847,dea6e3a54fce61a241a9fb87fcc07190e3f42ded
344,cand_344_theorem_id_239_buckingham_theorem_application,theorem_claim,registered_theorem,Theorem,49,ID 239: Buckingham Π‑Theorem Application,D:\Tex\TEX_20260224_182530\minimal_output.tex,2521,8f46a9c854e4dfe8d8e8245bb556bd34e3cc5fc4
345,cand_345_definition_id_0854_trawinistic_manifold_definition,definition_claim,registered_definition,Definition,48,ID 0854: TRAWINISTIC MANIFOLD DEFINITION,D:\Tex\TEX_20260224_182530\1000up_math_verify_run_6.tex,89,ea8b5637085f8190cbc05518af84299f1488406e
346,cand_346_hypothesis_id_141_kuramoto_dominant_coupling_hypothesis,hypothesis_claim,registered_hypothesis,Hypothesis,48,ID 141: Kuramoto Dominant Coupling Hypothesis,D:\Tex\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,1880,76ee3345a36c4079b8affacbc24f8c648755df53
347,cand_347_hypothesis_id_141_kuramoto_dominant_coupling_hypothesis,hypothesis_claim,registered_hypothesis,Hypothesis,48,ID 141: Kuramoto Dominant Coupling Hypothesis,D:\Tex\TEX_20260224_182530\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,1858,7726f69958a96dc1ce36ab70cb02e9df85232959
348,cand_348_principle_id_361_holographic_redundancy_principle,principle_claim,registered_principle,Principle,48,ID 361: Holographic Redundancy Principle,D:\Tex\TEX_20260224_182530\minimal_output.tex,3441,d7d3666be2433847049b64fc2aadd6bfd1195184
349,cand_349_theorem_adjoint_functor_correspondence,theorem_claim,registered_theorem,Theorem,48,Adjoint Functor Correspondence,D:\Tex\All_tex\reverse_harmonics_publication.tex,73,88f84f4c6f179fc292d0b77cf48043920d0b7604
350,cand_350_theorem_dissipative_energy_decay,theorem_claim,registered_theorem,Theorem,48,Dissipative Energy Decay,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,700,cf9f5970a3175328cd5719afd648de9542394433
351,cand_351_theorem_dissipative_stability,theorem_claim,registered_theorem,Theorem,48,Dissipative Stability,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,553,d73a2c2a47dd867fefb2fa306ab36a11b0f8ca40
352,cand_352_theorem_first_order_orbital_shift,theorem_claim,registered_theorem,Theorem,48,First-Order Orbital Shift,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,1275,6f49ff9fa52fd290773a27d4eb890ae12e9c88b0
353,cand_353_theorem_flux_tunneling,theorem_claim,registered_theorem,Theorem,48,Flux Tunneling,D:\Tex\TEX_20260224_182530\topological_quantum_storage_paper (2).tex,73,d2ea796b276e29ebe74c5f8ef6accdf2e4e9f3ab
354,cand_354_theorem_global_phase_symmetry,theorem_claim,registered_theorem,Theorem,48,Global Phase Symmetry,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,863,4f2234a637552a704095f968b799b6af575623f8
355,cand_355_theorem_harmonic_kk_resonance,theorem_claim,registered_theorem,Theorem,48,Harmonic-KK Resonance,D:\Tex\All_tex\MagnetoAcousticTopologyAndDimensionalResonance.tex,331,739f35dad6392e4149d98cc37eb825b99a6d94a8
356,cand_356_theorem_harmonic_kk_resonance,theorem_claim,registered_theorem,Theorem,48,Harmonic-KK Resonance,D:\Tex\All_tex\QuantumTopoHoloNavSystem_final.tex,1822,d98fbb44f22fa0d30740ac9a2bb256f2ad99b1ac
357,cand_357_theorem_id_0522_the_unified_entanglement_meta_theorem,theorem_claim,registered_theorem,Theorem,48,ID 0522: THE UNIFIED ENTANGLEMENT META-THEOREM,D:\Tex\TEX_20260224_182530\CanonicalRegistryVol01_1_math_verify_run_5.tex,1441,bbc0871a5b7e959878a4780b082b27011d532298
358,cand_358_theorem_logarithmic_local_uniqueness_theorem,theorem_claim,registered_theorem,Theorem,48,Logarithmic Local Uniqueness Theorem,D:\Tex\pi_slide.tex,274,ef17e8e34b250160ab13b0a5f19c9119fd8388d0
359,cand_359_theorem_numerical_stability_condition,theorem_claim,registered_theorem,Theorem,48,Numerical Stability Condition,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,1131,d3186bda9887444b6546f630cede523e8cfc0bed
360,cand_360_theorem_theorem_1_local_uniqueness_bound,theorem_claim,registered_theorem,Theorem,48,Theorem 1 (Local Uniqueness Bound).,D:\Tex\pi_slide.tex,276,c6757eafa9d5d3bbf0c7e1f2167ff6e671adc7bf
361,cand_361_theorem_id_522_the_unified_entanglement_meta_theorem,theorem_claim,registered_theorem,Theorem,48,[ID 522] THE UNIFIED ENTANGLEMENT META-THEOREM,D:\Tex\CanonicalRegistryVol01.tex,2225,b4f74e0261c70aa28a526531040aeb16fb51ee59
362,cand_362_definition_information_manifold_structure,definition_claim,registered_definition,Definition,47,Information Manifold Structure,D:\Tex\topological_unification.tex,256,b874db2017897f79f3a01fd403f4d43207b0f1cf
363,cand_363_invariant_topological_invariants_and_helicity_conservation,invariant_claim,registered_invariant,Invariant,47,Topological Invariants and Helicity Conservation,D:\Tex\All_tex\reverse_harmonics_publication.tex,98,15d095ca51fb4fbd536e61a38801af946eb8a29b
364,cand_364_invariant_topological_structure_and_invariants,invariant_claim,registered_invariant,Invariant,47,Topological Structure and Invariants,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,435,395e2f817b75c2d36f5bede9a9d229e12696effd
365,cand_365_principle_core_principles,principle_claim,registered_principle,Principle,47,Core Principles,D:\Tex\TEX_20260224_182530\trawin_topology_unified_field_theory.tex,93,c99d2f690b20edea85b570c63cbe6ca32d05eab2
366,cand_366_proposition_helical_transfer_function,proposition_claim,registered_proposition,Proposition,47,Helical Transfer Function,D:\Tex\All_tex\QuantumTopoHoloNavSystem.tex,1,1d61e1e0b53b216bbcf9d2dc26fea24665633080
367,cand_367_proposition_helical_transfer_function,proposition_claim,registered_proposition,Proposition,47,Helical Transfer Function,D:\Tex\All_tex\QuantumTopoHoloNavSystem_final.tex,331,3eb1a241e53a73a8b7d5b32bada873bdd0d00154
368,cand_368_proposition_helical_transfer_function,proposition_claim,registered_proposition,Proposition,47,Helical Transfer Function,D:\Tex\All_tex\QuantumTopoHoloNavSystem_formatted2.tex,468,33e09aa57335918f7b097ec953e331ab189ce368
369,cand_369_proposition_terrestrial_galactic_synchronization,proposition_claim,registered_proposition,Proposition,47,Terrestrial-Galactic Synchronization,D:\Tex\All_tex\unified_field_theory_paper.tex,119,a6b45393352c41ef2f00e941820da900860f06ce
370,cand_370_theorem_theorem_infinite_order_phase_transitions,theorem_claim,registered_theorem,Theorem,47,Theorem: Infinite-Order Phase Transitions,D:\Tex\TEX_20260224_182530\document2.tex,65,855858a1ba6afc9d5b441d44bf94588a756a88ec
371,cand_371_corollary_corollary,corollary_claim,registered_corollary,Corollary,46,Corollary,D:\Tex\TEX_20260224_182530\02_rigorous_mathematical_formulation (2).tex,222,9710e9640c6e15456b5451f7c4bf94177203eb74
372,cand_372_definition_the_chl_isomorphism,definition_claim,registered_definition,Definition,46,The CHL Isomorphism,D:\Tex\TEX_20260224_182530\TZP_OO_Volume1_Canonical_Master.tex,502,add025d53d1fe7e5b48ea704794419ffd93fdfb6
373,cand_373_principle_landauer_principle,principle_claim,registered_principle,Principle,46,Landauer Principle,D:\Tex\TEX_20260224_182530\trawin_generator.tex,315,4c24a7c1077544a544e5a092c88e0f67d10b26fa
374,cand_374_invariant_observable_duality_and_knot_invariants,invariant_claim,registered_invariant,Invariant,45,Observable Duality and Knot Invariants,D:\Tex\All_tex\00_Canon_01_TZP_Definition.tex,68,b376b5db745c2a314e3c660b48699bc59197e349
375,cand_375_proposition_curvature_equilibrium,proposition_claim,registered_proposition,Proposition,45,Curvature Equilibrium,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,589,c15625fee89b3144fb97117b64ba9946d6c779c9
376,cand_376_proposition_curvature_stabilization,proposition_claim,registered_proposition,Proposition,45,Curvature Stabilization,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,758,cf5482b7594c1d8ac831bc1e1e6f598796eb1b51
377,cand_377_definition_id_216_unified_propulsion_field_definition,definition_claim,registered_definition,Definition,44,ID 216: Unified Propulsion Field Definition,D:\Tex\TEX_20260224_182530\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,2592,70afa6063b39673493051cd816d8b670a2cb972d
378,cand_378_definition_tunneling_hamiltonian,definition_claim,registered_definition,Definition,44,Tunneling Hamiltonian,D:\Tex\TEX_20260224_182530\refactored_derivations.tex,269,566a81092bd1d6968db922ddde169adae71d46b8
379,cand_379_hypothesis_self_sustaining_feedback,hypothesis_claim,registered_hypothesis,Hypothesis,44,Self-Sustaining Feedback,D:\Tex\TZP_OO_V1_S07_Derived_Hypotheses_from_the_Axiomatic_Structure_v1_0.tex,29,3e80416c5e98320edc6d28f9f20c3ca5528b3bb8
380,cand_380_law_id_044_mu_m_r_omega_universal_scaling_la,law_claim,registered_law,Law,44,"ID\,044: $\mu$ âˆ M RÂ² $\omega$ Universal Scaling Law",D:\Tex\Registriy00.tex,769,d545533f34d423d482de4ce8b5d8c989ac441c84
381,cand_381_law_id_044_mu_m_r_omega_universal_scaling_la,law_claim,registered_law,Law,44,"ID\,044: $\mu$ ∝ M R² $\omega$ Universal Scaling Law",D:\Tex\opera_omnia_vol_0.tex,775,867b53161b788e32f544663a84be8a7038bededa
382,cand_382_law_id_044_m_r_universal_scaling_law,law_claim,registered_law,Law,44,"ID\,044: μ ∝ M R² ω Universal Scaling Law",D:\Tex\TEX_20260224_182530\minimal_output.tex,443,2469c8c91691d200e9f9f3d21868238000f96b92
383,cand_383_theorem_dipole_non_annihilation_theorem,theorem_claim,registered_theorem,Theorem,43,Dipole Non-Annihilation Theorem,D:\Tex\topological_unification.tex,337,4f77aa02e1529f7fa64ed0f9526dfc4f1722eb36
384,cand_384_axiom_axiomatic_foundation,axiom_claim,registered_axiom,Axiom,42,Axiomatic Foundation,D:\Tex\TEX_20260224_182530\mathematical_formulation.tex,14,2f2b6b62c1fce0597c76ec2198fb00e21cbf3b8e
385,cand_385_axiom_id_0975_energy_conservation_transcendence_axiom,axiom_claim,registered_axiom,Axiom,42,ID 0975: ENERGY CONSERVATION TRANSCENDENCE AXIOM,D:\Tex\TEX_20260224_182530\1000up_math_verify_run_6.tex,784,a29eb0e1190241366bae71a1f274ab48d7b28118
386,cand_386_definition_definition_2_1_quantum_topological_category,definition_claim,registered_definition,Definition,42,Definition 2.1 (Quantum-Topological Category).,D:\Tex\00_Engine_extractions\BaT_curated.tex,24,0eef85ed2a838ffe9db7ec04d287c19421e2dd45
387,cand_387_definition_helical_quantum_channel,definition_claim,registered_definition,Definition,42,Helical Quantum Channel,D:\Tex\All_tex\QuantumTopoHoloNavSystem.tex,1,aa7af89041139e900fc7eb9ad33f882beeb26ac0
388,cand_388_definition_helical_quantum_channel,definition_claim,registered_definition,Definition,42,Helical Quantum Channel,D:\Tex\All_tex\QuantumTopoHoloNavSystem_final.tex,275,00d60c4b33e37c3edd6c81ab8f74a121966efe2e
389,cand_389_definition_helical_quantum_channel,definition_claim,registered_definition,Definition,42,Helical Quantum Channel,D:\Tex\All_tex\QuantumTopoHoloNavSystem_formatted2.tex,380,e431a059d4048ae5f6b9d96d898182904c8a88a6
390,cand_390_definition_quantum_topological_category,definition_claim,registered_definition,Definition,42,Quantum--Topological Category,D:\Tex\All_tex\Universal_Field_via_Bridge_Tunnel_Theory_SECOND_PASS.tex,45,7bc9ee3d46db8ce392f0bc47c4912d4c51b165bb
391,cand_391_law_id_124_pull_strength_scaling_law,law_claim,registered_law,Law,42,ID 124: Pull Strength Scaling Law,D:\Tex\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,1634,5be6a533d87f5a41d4fa79cb638dce56a06aeea7
392,cand_392_law_id_124_pull_strength_scaling_law,law_claim,registered_law,Law,42,ID 124: Pull Strength Scaling Law,D:\Tex\TEX_20260224_182530\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,1620,bff6496ea72381db8248fe52c5512a978283be97
393,cand_393_law_id_140_dipole_energy_1_d_scaling_law,law_claim,registered_law,Law,42,ID 140: Dipole Energy 1/d⁴ Scaling Law,D:\Tex\TEX_20260224_182530\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,1844,74acfb765b070230cf4702773b258c73b80d3646
394,cand_394_law_id_241_elsasser_number_scaling_law,law_claim,registered_law,Law,42,ID 241: Elsasser Number Scaling Law,D:\Tex\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,2864,385eccff89653844d938c625e92432942d68c160
395,cand_395_law_id_241_elsasser_number_scaling_law,law_claim,registered_law,Law,42,ID 241: Elsasser Number Scaling Law,D:\Tex\TEX_20260224_182530\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,2842,0c4abd9e70595a6408c25a0a01fbc47f06b886c5
396,cand_396_law_id_271_universal_dipole_scaling_law,law_claim,registered_law,Law,42,ID 271: Universal Dipole Scaling Law,D:\Tex\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,3107,1b268dab295e9c98b98b654656906739e45a3180
397,cand_397_law_id_271_universal_dipole_scaling_law,law_claim,registered_law,Law,42,ID 271: Universal Dipole Scaling Law,D:\Tex\TEX_20260224_182530\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,3085,189018778fd23d1d029691a8fb36be84b29e4cc7
398,cand_398_law_id_044_mu_m_r_omega_universal_scaling_la,law_claim,registered_law,Law,42,"ID\,044: $\mu$ ∝ M R² $\omega$ Universal Scaling Law",D:\Tex\TEX_20260224_182530\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,766,e0304f363f3cfd32ff658ea474669668501249e5
399,cand_399_theorem_encoding_decoding_adjunction,theorem_claim,registered_theorem,Theorem,42,Encoding-Decoding Adjunction,D:\Tex\All_tex\QuantumTopoHoloNavSystem.tex,1,089d4a5787f97465428daf04e964f369f4471fce
400,cand_400_theorem_encoding_decoding_adjunction,theorem_claim,registered_theorem,Theorem,42,Encoding-Decoding Adjunction,D:\Tex\All_tex\QuantumTopoHoloNavSystem_formatted2.tex,144,e490fa22db9744220268d694a1d27ea3cf71de86
401,cand_401_theorem_linear_dispersion_relation,theorem_claim,registered_theorem,Theorem,42,Linear Dispersion Relation,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,1012,c1255b7b6e6709a8c761df1e4c3cbe099a6f04a8
402,cand_402_theorem_linear_stability_condition,theorem_claim,registered_theorem,Theorem,42,Linear Stability Condition,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,1044,797d76e966ea0c6cd957dd47c16f18bb85d622a4
403,cand_403_theorem_newtonian_limit_recovery,theorem_claim,registered_theorem,Theorem,42,Newtonian Limit Recovery,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,1337,21bacbf921cc0cd6891431aff97eb1491d491fe2
404,cand_404_theorem_nonlinear_dispersion_shift,theorem_claim,registered_theorem,Theorem,42,Nonlinear Dispersion Shift,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,1064,32274bf73f070510a65e9d30f0b2a303f0599629
405,cand_405_theorem_phase_locking_bifurcation,theorem_claim,registered_theorem,Theorem,42,Phase-Locking Bifurcation,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,787,b08f8c13c5ce6ebac0b4bf9e479a78a1a227788c
406,cand_406_theorem_pitchfork_bifurcation,theorem_claim,registered_theorem,Theorem,42,Pitchfork Bifurcation,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,1239,437ed857616e97578fc7c3a5cb42df45aaea9d32
407,cand_407_theorem_quantum_violation,theorem_claim,registered_theorem,Theorem,42,Quantum Violation,D:\Tex\TEX_20260224_182530\topological_quantum_storage_paper (2).tex,196,3b53f237b1cfd16263fc7241e8d3940a9a0b287d
408,cand_408_theorem_resonance_capture_condition,theorem_claim,registered_theorem,Theorem,42,Resonance Capture Condition,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,1205,1969ee6b5470780f1d9cf872b238c67ceaef0d31
409,cand_409_theorem_sufficient_condition_for_phase_locking,theorem_claim,registered_theorem,Theorem,42,Sufficient Condition for Phase Locking,D:\Tex\TEX_20260224_182530\document3.tex,223,8eb7e519abbecf6c335329774714b283e72a63e9
410,cand_410_theorem_surface_dominance_theorem,theorem_claim,registered_theorem,Theorem,42,Surface Dominance Theorem,D:\Tex\programmable_pathway_to_induce_structured_hyper_spherical_states.tex,126,9c144d5235b80317eba9a93fe587a15c811c9fb6
411,cand_411_theorem_theorem_lemniscate_saddle_points,theorem_claim,registered_theorem,Theorem,42,Theorem: Lemniscate Saddle Points,D:\Tex\TEX_20260224_182530\document2.tex,50,a97a500ebf63e0e9d756ba5ee0f2f3f45ec4c663
412,cand_412_definition_observable_functionals,definition_claim,registered_definition,Definition,41,Observable Functionals,D:\Tex\All_tex\unified_field_theory_paper.tex,245,c040b42515509c0968b4f4fde98fc5cea7ba9471
413,cand_413_definition_state_space_functor,definition_claim,registered_definition,Definition,41,State Space Functor,D:\Tex\TEX_20260224_182530\refactored_derivations.tex,74,db1c1332be3c881e79743ed6b9cad02304d9a1af
414,cand_414_definition_sigma_adapted_realization,definition_claim,registered_definition,Definition,40,$\sigma$-adapted realization,D:\Tex\TRAWIN.tex,197,ad83b0b77b07c4daca0410005b1c0a0d049528e0
415,cand_415_definition_branch_exchange_involution,definition_claim,registered_definition,Definition,40,Branch-exchange involution,D:\Tex\00_Canon_00_TRAWIN_definition.tex,229,8fd62b9a2ae0edf4dc0bf7ca6b38a77d7cfc8906
416,cand_416_definition_closure_condition,definition_claim,registered_definition,Definition,40,Closure condition,D:\Tex\TRAWIN.tex,123,e02830ead15a462be0644a449e6bc24ad00d8a24
417,cand_417_law_id_0551_the_energy_transcendence_law_topologic,law_claim,registered_law,Law,40,ID 0551: THE ENERGY TRANSCENDENCE LAW (TOPOLOGICAL RECTIFICATION),D:\Tex\TEX_20260224_182530\CanonicalRegistryVol01_1_math_verify_run_5.tex,1872,83914ee50a4e0a6661eee7648fbf16e8a90a5d82
418,cand_418_law_id_369_helicity_conservation_law,law_claim,registered_law,Law,40,ID 369: Helicity Conservation Law,D:\Tex\Registriy00.tex,3839,bbd9f891eb758d76c7be7b23ac29d184e42e0cd4
419,cand_419_law_id_369_helicity_conservation_law,law_claim,registered_law,Law,40,ID 369: Helicity Conservation Law,D:\Tex\TEX_20260224_182530\minimal_output.tex,3513,adfe37946d716e8796884a59c6c72d63cbdfa2f0
420,cand_420_law_scaling_laws,law_claim,registered_law,Law,40,Scaling Laws:,D:\Tex\CanonicalRegistryVol01.tex,925,8cd203bcc794462e605187de4fc4f89929cbc9bc
421,cand_421_law_id_551_the_energy_transcendence_law_topologic,law_claim,registered_law,Law,40,[ID 551] THE ENERGY TRANSCENDENCE LAW (TOPOLOGICAL RECTIFICATION),D:\Tex\CanonicalRegistryVol01.tex,2577,258390f92ac90c28a67eb02316fa3d5c60fbae9e
422,cand_422_principle_id_0483_pontryagin_s_maximum_principle_control,principle_claim,registered_principle,Principle,40,ID 0483: PONTRYAGIN'S MAXIMUM PRINCIPLE CONTROL,D:\Tex\TEX_20260224_182530\CanonicalRegistryVol01_1_math_verify_run_5.tex,1071,b2da073b01f05f3793a740469578ae49a2780d58
423,cand_423_principle_operational_principles,principle_claim,registered_principle,Principle,40,Operational Principles,D:\Tex\TEX_20260224_182530\emergent_curvature_theory.tex,294,1ba4ad53195b3c32d9f26cb8ba52ec441ed89ab7
424,cand_424_principle_id_483_pontryagin_s_maximum_principle_control,principle_claim,registered_principle,Principle,40,[ID 483] PONTRYAGIN'S MAXIMUM PRINCIPLE CONTROL,D:\Tex\CanonicalRegistryVol01.tex,1663,dd1f7d1cc3108a9f920f771aceb46180425a243e
425,cand_425_invariant_topological_invariants,invariant_claim,registered_invariant,Invariant,39,Topological Invariants,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,214,e5521b363340fc9081cbfad164f159e7ca2c0517
