isabelle_sid,source_id,kind,label,source,line,digest
8991,D8619,Definition,ID9280: Definition of OˆTZP,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9280,8767,1fb09fe0078ed40fc25777b6432e40e26071427c
8992,D8620,Definition,ID9281: Definition of τ,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9281,8768,57fe30f89c649a8b3e981097febf0eb843491a06
8993,D8621,Definition,ID9282: Definition of 3/2τ,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9282,8769,0ab8abecd839feded6a6baddcec24123140ef7d7
8994,D8622,Definition,ID9283: Definition of Rµ(1/2)gµR+Λgµ,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9283,8770,69ac3609aa6b116f99a1a1431e72dd87f250d0cf
8995,D8623,Definition,ID9284: Definition of Φ_μνˆTZPRµ(1/2)gµR+Λgµ,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9284,8771,cf56b7ad1b0c0c4a971aafa74f59a4f32144e611
8996,D8624,Definition,ID9285: Relation: ΦµTZPΦ_μνˆTZPΦ,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9285,8772,bd55e2e64c19f700cff24c697d460524a8492c15
8997,D8625,Definition,ID9286: Relation: τ≈3/2τ≈3/2τ≈3/2.,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9286,8773,69e1e5a39eef25fccf34b6f533cfe1d7f2ccc16a
8998,D8626,Definition,ID9287: Definition of ∂tψ,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9287,8774,8bca852fcb5c5917131ab70bd9432d4ceb829d00
8999,D8627,Definition,ID9288: Relation: V (x)ψ∂_tψ,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9288,8775,fba99e56e62c09215c15adc27d12575812e04ed7
9000,D8628,Definition,ID9289: Relation: −∇·(D(x)∇ψ),TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9289,8776,b7daa4fc0b0702e59b0d083ff0953c6596d11d87
9001,D8629,Definition,ID9290: Definition of V (x)ψ∂tψ,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9290,8777,7bf8a186aa73de8a08e8f41763d731829cfdf75b
9002,D8630,Definition,"ID9292: Definition of Trawin[,]",TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9292,8779,215018c28d312928e4e4caab025e277d2cc5ef4e
9003,D8631,Definition,ID9293: Definition of TZP,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9293,8780,ba7096d8512b1f9d8cf840a65d5353f3bd3dbefa
9004,D8632,Definition,ID9294: Definition of =3/2τ,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9294,8781,f42e11a30e1ae074e23ec307127d69d04173f993
9005,D8633,Definition,ID9295: Definition of Res,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9295,8782,5e0e07a71a3dd56b692bf649acfad984b9e5e172
9006,D8634,Definition,ID9296: Definition of ==1(1+InfoDensity[]digit())1/K,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9296,8783,778abe744f70cdc5f5be072afe3cafe46bb23c21
9007,D8635,Definition,ID9297: Symbol: $κCV$ := Lim $N→∞$ 1 $N$: N∑ I,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9297,8784,a2067e4c1664f59f1c6402e7c941225cd498b5cd
9008,D8636,Definition,ID9298: Definition of E,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9298,8785,d1bcf387af3f5030f5760c59c89e7777d23167c3
9009,D8637,Definition,ID9299: Definition of ∇^2 Φ,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9299,8786,99651efcb2ad27c5a385f196857a00045dfaf7ec
9010,D8638,Definition,ID9300: Noise Factor: We Introduced a Gaussian Noise Component (: σ,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9300,8787,8fc5670c12d310c5d7b165463863df2f0094e3fb
9011,D8639,Definition,ID9301: Definition of M,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9301,8788,769c1359adb14d6e365236f20fb81c1749690806
9012,D8640,Definition,ID9302: Definition of Ψ(t),TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9302,8789,5b4655784f04dda0308b9d72b97bdc7c1a70687e
9013,D8641,Definition,"ID9303: Definition of a Dipole(r,t)",TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9303,8790,e3c530efe5dd2fdbcb5ce88ce0436138dd66892e
9014,D8642,Definition,ID9304: Type Signature: A_dipole:R^3×R + arrowR^3,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9304,8791,d42e6fd040367ba5b642d4a4603373879f5801b9
9015,D8643,Definition,ID9305: Satisfies $\nabla\cdot\vec{A}_{dipole}=0$ (Coulomb Gauge) • Asymptotic Behavior: A∼ r^-2,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9305,8792,f600385c92ccba004a707c6258cd9fbc01d6223b
9016,D8644,Definition,"ID9306: Definition of a Gyro(r,t)",TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9306,8793,a071d73ecb34da8132b1b57eed3a85c843575f80
9017,D8645,Definition,ID9307: Definition of T_gyro,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9307,8794,bb32a6bf87a0c62f55f41c74bdb30d36a36ec321
9018,D8646,Definition,ID9308: $I_{gyro}\in Sym^{+}(3)$: (Positive Definite Inertia Tensor): I_gyroin Sym^+(3),TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9308,8795,393ae92a92c002de78977373fb72012f638fed11
9019,D8647,Definition,ID9309: $T_{gyro}\ge0:\sqrt{}$ (Kinetic Energy Non-Negative): T_gyroge0:√(),TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9309,8796,f0995f7e3aa104d8761c67b62374dc7ef5455b7e
9020,D8648,Definition,ID9310: Euler Angles Singularity At: θ,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9310,8797,9d194abb43a9315b1ccc1b29783b4bc8a7bfe83c
9021,D8649,Definition,ID9311: Definition of T_mathfrakheld,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9311,8798,58ed1c354e824d7e2941aa306143ee8514ffbcc5
9022,D8650,Definition,ID9312: Definition of U_self(d),TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9312,8799,fcf6fef2188b706b71486dec3255d7eeb6b142f7
9023,D8651,Definition,ID9313: Anti-Aligned Dipoles: (μ_2,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9313,8800,4c379fc6cd9d701e6a9cc2c5f221533195c6e746
9024,D8652,Definition,ID9314: Definition of U_self(d),TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9314,8801,bac08751e7b89ee8220198eef728c38fbe61ea58
9025,D8653,Definition,ID9315: $K_{bolt}\approx10^{6}-10^{9}N/M$ (Steel Bolt Stiffness): K_bolt≈10^6-10^9N/M,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9315,8802,75e8753f7aea8924dc0c198b68ed062cb2b4e703
9026,D8654,Definition,ID9316: $V_{bearing}\propto\omega^{2}$ (Viscous Damping): V_bearing∝ω^2,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9316,8803,0714fca8d95200d60326bf0f9cf2213620730867
9027,D8655,Definition,ID9317: $\mu_{B}=e\hbar/(2m_{e})=9.274\times10^{-24}J/T$ (Bohr Magneton): μ_B,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9317,8804,eaa597627e87216e464a6be333fba441daafc8f8
9028,D8656,Definition,ID9318: Relation: FracL CouplingT gyro∼fracgμ_BLIω^2∼10^-20,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9318,8805,56a9db5f3a9e345a1fe6c389090e15f4c01fc1c6
9029,D8657,Definition,ID9319: Canonical Momentum (Legendre Transform),TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9319,8806,aac2313c6b213be4fcef52a3d98f66a41d0e942f
9030,D8658,Definition,ID9320: Definition of π R,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9320,8807,ab8fed236994aa0e3cc9b1b072494d37cc7418f0
9031,D8659,Definition,"ID9321: $\frac{d\Psi}{dt}={\Psi,\{H}}_{Poisson}$: (dΨ)/(Dt)",TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9321,8808,070773e1a3eccce4bb36414086781db8aab7fed8
9032,D8660,Definition,"ID9322: ${q^{i},\pi_{j}}=\delta_{j}^{i}$ : (Canonical Structure): q^i,π_j",TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9322,8809,856c7326f5f90d4e96317d0f702ecb3f1f152291
9033,D8661,Definition,"ID9323: Definition of B dipole(r,μ,r 0)",TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9323,8810,a1e67402fe8083aed037d885792f1f053a3bcd47
9034,D8662,Definition,ID9324: Near Field: (R∼ D),TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9324,8811,1bd64d49d67096c53e8f397732b8fce07f991a65
9035,D8663,Definition,ID9325: Physical Effect: Permeable Shell: μ_r>1,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9325,8812,9fa0bbf9171376af9714fc5991de420c1679faa9
9036,D8664,Definition,ID9326: Quantization: =H M/Φ 0^2inZ,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9326,8813,74070e5af16e3a187028feb53d3d4eea963fadd7
9037,D8665,Definition,ID9327: Gauss Linking Number (Double-Loop Linking Integral),TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9327,8814,0ba9719a3d567ee4351dbe66a162b18343fb78ee
9038,D8666,Definition,ID9328: Definition of F_rotating^μν,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9328,8815,2516dc8a7bfdfc89d5710c616b194d8842217c3b
9039,D8667,Definition,ID9329: Lorentz Factor for Tangential Velocity,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9329,8816,9093633d934c5371ac0bc95832c378c7606c2224
9040,D8668,Definition,ID9330: $\gamma=\frac{1}{\sqrt{1-v^{2}/c^{2}}}\approx1+\frac{\omega^{2}R^{2}}{2c^{2}}$: γ,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9330,8817,8d4d5c7da5ab892e0c7f73f600c68b7f333ccddb
9041,D8669,Definition,ID9331: Carbon Fiber: ω_max∼10^6rad/S,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9331,8818,2974957679c610f92c874c1fc5f4a353efd3ca83
9042,D8670,Definition,ID9332: Plt.xlabel(Spin–Orbit Ratio: ω_spin / ω_orbit,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9332,8819,477d943b34f937a92dbe23e12a2ad1b42de4f200
9043,D8671,Definition,ID9333: Definition of Γ̂topo |𝜓⟩,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9333,8820,35be1da539a991c1e55f2f0f5e61c4bd5de96658
9044,D8672,Definition,ID9334: Definition of (𝜌∥𝜎),TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9334,8821,718e550fd4f2df7ef76b3b42793c48f54ef6edf5
9045,D8673,Definition,ID9335: Definition of [Ψ],TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9335,8822,4bf290153b32a5b4f0e91a119d66f9b08fbd3693
9046,D8674,Definition,ID9337: Definition of Φ++Φ−,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9337,8824,76a58b9e83c02ded13ac8f24e5937c953dbabb3f
9047,D8675,Definition,ID9338: Definition of ΞΦ ΞΦ,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9338,8825,c3f1b1249db5ab7218a79afbd1ac57a413e547f1
9048,D8676,Definition,ID9339: Definition of ¤𝜃,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9339,8826,c1ed61b05feee576ef4ee68dd39f3b7ff90e0770
9049,D8677,Definition,ID9340: Definition of Δ𝜙,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9340,8827,91e78ad42decb8ead8373d442cbced39e2a0d5b4
9050,D8678,Definition,ID9341: Definition of ∇𝜈𝑇𝜇𝜈total,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9341,8828,385d15a5fda78e61231f485c251574b458101241
9051,D8679,Definition,ID9342: Definition of 𝐹,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9342,8829,13001318fbcd7441566a229d5315b6218e001349
9052,D8680,Definition,ID9343: Definition of),TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9343,8830,60d989291df7725da4ac7fec6693f02dccd46689
9053,D8681,Definition,ID9344: Relation: =⇒ Hol(𝛾)→Mmono,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9344,8831,6f6c19002f1ce772a92fbe0038ea25f0d8616bac
9054,D8682,Definition,ID9345: Definition of ΩB,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9345,8832,1fb83f9da48d13d49582cc06177143da65ab7585
9055,D8683,Definition,ID9346: Definition of Gunif,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9346,8833,e674559a8c12b2251a3ad0d6dcccfbc9c27a93a3
9056,D8684,Definition,ID9347: Definition of 𝐺𝜇𝜈+Λ𝑔𝜇𝜈,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9347,8834,1c67d8a1d868770aa32275b6fd94e8177779db6d
9057,D8685,Definition,ID9348: Definition of ¤Γhor,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9348,8835,3a1b955142c53dd2a095073053550598142de0e5
9058,D8686,Definition,ID9349: Definition of 𝐹,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9349,8836,8da3055553f31fba99babb0b1929efb867a4d8bd
9059,D8687,Definition,ID9350: Definition of ∇2Φ,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9350,8837,3775ae5f644eecddb25b8c39b03309cae4002974
9060,D8688,Definition,ID9352: Relation: =lim𝑥→𝑝 ∥∇2Φ(𝑥) ∥ ∥∇Φ(𝑥) ∥2,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9352,8839,edaa3d2465dc1e69666f08ee3c01fbe9fd42fcde
9061,D8689,Definition,ID9353: Definition of SD,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9353,8840,bb25134f2c49cecd8125f451961ceaf0e59af483
9062,D8690,Definition,ID9354: Definition of ΔT𝜙,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9354,8841,84e414afe84b735def52b715f895d642cd95b77a
9063,D8691,Definition,ID9355: Definition of),TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9355,8842,d47922017470fb83bb5d57ea587820430ede3288
9064,D8692,Definition,ID9356: Definition of (∇T𝑔)norm,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9356,8843,a9926ed9cb6f7134752de1483db5c5921ea92717
9065,D8693,Definition,ID9357: Definition of 𝑤∈Z 𝐻,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9357,8844,1406481b66fb66b2d72373b718391ee10af649ae
9066,D8694,Definition,ID9358: Definition of ∇𝜇∇𝜇𝜙 (∇𝜇∇𝜇+𝑚2+𝜉𝑅)𝜙,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9358,8845,6dcb4a4c90aa4963f38f70ffc50321ebd8ba8c1e
9067,D8695,Definition,ID9359: Definition of Ω⊂𝑀 −ΔT𝜙𝑛,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9359,8846,14d527d11f870130f98474d5feefdb4fc1182005
9068,D8696,Definition,ID9360: Definition of B𝜕Ω𝜙,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9360,8847,a72cd3a2ea93f238608a347258d20d4cd25b8719
9069,D8697,Definition,ID9361: Definition of Δ𝑈,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9361,8848,8a9514ec5e3840edcd9464475e8948bbfcb66c75
9070,D8698,Definition,ID9362: Definition of ⟨𝑂micro ⟩ ⟨𝑂macro ⟩,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9362,8849,6262ab5fd0cdde1785db3d94d5f8797835a3ad87
9071,D8699,Definition,ID9363: Definition of ⟨𝑄macro ⟩,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9363,8850,7fc4a9f7321ad9bf8547c1cbf72a7c0fd97e38ae
9072,D8700,Definition,ID9364: Definition of 𝛿inj,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9364,8851,922abf60e7c48d9d8ed9b9d4d3547d21ed63bccc
9073,D8701,Definition,ID9365: {'latex': 'The Local Topological Dimension: dim_p(M),TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9365,8852,792e68f5f7eb9f2555d60718103148d06de75fa0
9074,D8702,Definition,"ID9366: {'latex': 'At the TZP, the Metric Tensor Satisfies $\det g|_p = 0$ And: gˆ-1|_p",TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9366,8853,20273700bc3f67b454fb908e40a187bfa234f4c0
9075,D8703,Definition,ID9369: Relation…,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9369,8856,4e0ca17a49dbf9750086ca44ccbcf79f4c9aae8e
9076,D8704,Definition,"ID9370: Relation: Superscript-βtextbackslash,e-ω/ωtextbackslash_0η(",TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9370,8857,896d43bf42851a6cda98360fa2224edfaecb5262
9077,D8705,Definition,ID9371: {'latex': 'The Vacuum Energy Density at the TZP,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9371,8858,1438c4d4929a52067794a34080569c7b37a0a10a
9078,D8706,Definition,"ID9372: Relation: Textbackslash textT4textbackslash,∫ 0ˆωtextbackslash textcutη(ω)textbackslas",TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9372,8859,512505b78c1dc9040b6136bdb6ebb2fc91cc0216
9079,D8707,Definition,ID9373: Vacuum Energy Density at the TZP: _vacT,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9373,8860,c09f635477dc13477a830a7c2f8ceefa1b0ee123
9080,D8708,Definition,ID9374: {'latex': 'The Topological Charge QQQ Associated with the TZP Is,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9374,8861,cc6b47366ebf5d5b2f6222dc55acd6fc1ea99f91
9081,D8709,Definition,"ID9375: Relation: μtextbackslash,textdΣtextbackslash μQ=",TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9375,8862,8ab484880c8999a663ff3d4f451720f3d2c651e0
9082,D8710,Definition,ID9376: Definition of Tg,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9376,8863,99d66c5790986fc735066a575e228535b9149572
9083,D8711,Definition,ID9377: Definition of Tg,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9377,8864,00bf7670a358e67f4380ef46e11c6a9a6ac6fee5
9084,D8712,Definition,ID9378: Definition of Px Eq Px,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9378,8865,72530bba529bfba78345c4a0df7cb160eb0a9249
9085,D8713,Definition,ID9379: Definition of Tg,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9379,8866,2fade0c8247d69aecf84c841df42f2458392cd10
9086,D8714,Definition,"ID9380: Definition of (X,p) ablaˆtextT G",TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9380,8867,db18d1201d675c0821a845b1e5d0efde727e5d88
9087,D8715,Definition,ID9381: Definition of H textTtextbarΨ⟩,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9381,8868,4ef77f870cf4046994fc8d7aacfc8c42fc231506
9088,D8716,Definition,ID9382: Relation: 1textbackslash Lambda≈ 1,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9382,8869,7449456d0a33d195cdd33ae535a7e5cc18961fd5
9089,D8717,Definition,"ID9383: {'latex': the Vacuum Polarization Tensor $\Pi$$\mu: nu(x,x?)Π_μ U(x,x')",TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9383,8870,27c1e9c82f81d95bd9f3bfca6cd89c231b8c6613
9090,D8718,Definition,ID9384: Definition of μnu,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9384,8871,3fcce32238da7ae166e4511c1a1fd29f2231baf6
9091,D8719,Definition,ID9385: Definition of) ?nBφ,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9385,8872,7da8ca342791502835e7564b655d2cfca7654d06
9092,D8720,Definition,ID9386: Relation…,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9386,8873,e8bc4879d9d1820390cb6b3bd8982a5ddc0b6962
9093,D8721,Definition,ID9388: Definition of F(t),TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9388,8875,d044a53fa99d766874c6ec2dc80ec88c8058b2e9
9094,D8722,Definition,"ID9389: Definition of Y, OTZP",TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9389,8876,cbe8c4e92b40562b8036184dc4d931c6a81648d8
9095,D8723,Definition,ID9390: Definition of Y OTZP,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9390,8877,d51cf6e5d5a47f3d8983c187a2813f70d74d0d7c
9096,D8724,Definition,"ID9391: Definition of 𝐸 𝑝+𝑟 ,𝑞−𝑟+1 𝑟 , Ker 𝑑𝑟",TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9391,8878,38f915e415dbd86dc3c41af2d8636c10453fbb8f
9097,D8725,Definition,ID9392: Definition of · · ·,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9392,8879,3bee043ef9b8f8dbf5d4adbb965510bee051fcc6
9098,D8726,Definition,ID9393: Definition of 𝑌∝··· Π̂TZP,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9393,8880,71ab598849e70877e97900d0ba10adbe23417b5d
9099,D8727,Definition,ID9394: Definition of Φn |𝜕Ω,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9394,8881,0f1776b9730ad1359ba0b5bc0bca2e70783e28d6
9100,D8728,Definition,ID9395: Relation: =Ωdownarrow⊗𝐴uparrow,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9395,8882,c63351f1a720b997744a4c96b694aa03d8ae635d
9101,D8729,Definition,ID9396: Definition of Φ𝑇𝑍𝑃,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9396,8883,b751741d8282d933f37ba9d903b7d4fa079fff39
9102,D8730,Definition,ID9397: Relation: =𝑥∈R𝑛 |Φ(𝑥,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9397,8884,5e19efd4ad820b2e8bb9dea1f16c66edc62dc774
9103,D8731,Definition,ID9398: Definition of Λ≈··· ΠΛ,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9398,8885,d27e040744ae5a07b4bc01ce479144bd441e85fd
9104,D8732,Definition,ID9399: Definition of SDAAN,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9399,8886,56e787c08c6d4adfa7c211a67cb29c2cfdaaa27b
9105,D8733,Definition,ID9400: Definition of Φ𝜆𝑛,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9400,8887,dd2e984c04ae93cee0918ddc3dcc6100ba85235a
9106,D8734,Definition,ID9401: Definition of R𝜆:𝑇2→𝑇2 I(R𝜆Φ),TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9401,8888,4876642b0a64bf3b3e91cabb6bebfabf888426e7
9107,D8735,Definition,"ID9402: Definition of 𝑛 · 2.07 × 10−15 Wb, 𝑃ℎ𝑖",TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9402,8889,a21a72cf6fde3e4ab0a5c499f83089341f8938a7
9108,D8736,Definition,ID9403: Definition of B𝑔,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9403,8890,2765c06c18eb37c0197e23274f5ed82e408d41ea
9109,D8737,Definition,ID9404: Definition of 𝜇0𝜌 𝑘𝑛,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9404,8891,ca37592dcd57eb5f407f96b03b1f385264ad5212
9110,D8738,Definition,ID9405: Definition of Htri,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9405,8892,b05feee0eaeeebca5707e2d2357cc45bf8431399
9111,D8739,Definition,ID9406: Definition of 2𝑔𝜇𝜈𝑅+Λ𝑔𝜇𝜈,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9406,8893,d487805568d64ecc658b3dce3b930ea67f281728
9112,D8740,Definition,ID9407: Definition of)∇𝜓 𝜕𝑡𝜓+∇·J,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9407,8894,33d485d71135b786ec120cc8f3b6ba4a6cce2ac8
9113,D8741,Definition,"ID9408: Definition of 𝐶, IT",TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9408,8895,1867f7b96cea3243d7bbc61db51b8655f9ab881f
9114,D8742,Definition,"ID9409: Definition of Cenc, 𝐹 (𝑔 ◦ 𝑓)",TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9409,8896,534e346da5578c4469f8f6d40cb7614238d8883c
9115,D8743,Definition,ID9410: Definition of Π𝑖M,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9410,8897,e525dfa18e841fc004267733e6c4247a6dae8c89
